geo,indic_code,indicator,year,value
AD,CNMIGRATRT,Net Migration Rate,2004,53.9
AD,CNMIGRATRT,Net Migration Rate,2005,14.4
AD,CNMIGRATRT,Net Migration Rate,2006,26.2
AD,CNMIGRATRT,Net Migration Rate,2007,16.1
AD,CNMIGRATRT,Net Migration Rate,2008,8.5
AD,CNMIGRATRT,Net Migration Rate,2009,-11.5
AD,CNMIGRATRT,Net Migration Rate,2010,4.1
AD,CNMIGRATRT,Net Migration Rate,2012,-29.8
AD,CNMIGRATRT,Net Migration Rate,2016,14.5
AD,CNMIGRATRT,Net Migration Rate,2018,15.6
AD,CNMIGRATRT,Net Migration Rate,2019,14.7
AD,CNMIGRATRT,Net Migration Rate,2022,23.9
AD,CNMIGRATRT,Net Migration Rate,2023,40.9
AD,DEATH,Deaths,2004,281.0
AD,DEATH,Deaths,2005,276.0
AD,DEATH,Deaths,2006,260.0
AD,DEATH,Deaths,2007,230.0
AD,DEATH,Deaths,2008,237.0
AD,DEATH,Deaths,2009,272.0
AD,DEATH,Deaths,2010,239.0
AD,DEATH,Deaths,2012,303.0
AD,DEATH,Deaths,2016,310.0
AD,DEATH,Deaths,2018,335.0
AD,DEATH,Deaths,2019,301.0
AD,DEATH,Deaths,2021,386.0
AD,DEATH,Deaths,2022,371.0
AD,DEATH,Deaths,2023,357.0
AD,GBIRTHRT,Crude Birth Rate,1986,11.9
AD,GBIRTHRT,Crude Birth Rate,1987,11.0
AD,GBIRTHRT,Crude Birth Rate,1988,11.6
AD,GBIRTHRT,Crude Birth Rate,1989,12.5
AD,GBIRTHRT,Crude Birth Rate,1990,11.9
AD,GBIRTHRT,Crude Birth Rate,1991,11.9
AD,GBIRTHRT,Crude Birth Rate,1992,12.1
AD,GBIRTHRT,Crude Birth Rate,1993,11.4
AD,GBIRTHRT,Crude Birth Rate,1994,10.9
AD,GBIRTHRT,Crude Birth Rate,1995,11.0
AD,GBIRTHRT,Crude Birth Rate,1996,10.9
AD,GBIRTHRT,Crude Birth Rate,1997,11.2
AD,GBIRTHRT,Crude Birth Rate,1998,11.9
AD,GBIRTHRT,Crude Birth Rate,1999,12.6
AD,GBIRTHRT,Crude Birth Rate,2000,11.3
AD,GBIRTHRT,Crude Birth Rate,2001,11.8
AD,GBIRTHRT,Crude Birth Rate,2002,11.2
AD,GBIRTHRT,Crude Birth Rate,2003,10.3
AD,GBIRTHRT,Crude Birth Rate,2004,10.9
AD,GBIRTHRT,Crude Birth Rate,2005,10.7
AD,GBIRTHRT,Crude Birth Rate,2006,10.6
AD,GBIRTHRT,Crude Birth Rate,2007,10.1
AD,GBIRTHRT,Crude Birth Rate,2008,10.4
AD,GBIRTHRT,Crude Birth Rate,2009,9.9
AD,GBIRTHRT,Crude Birth Rate,2010,9.8
AD,GBIRTHRT,Crude Birth Rate,2012,9.5
AD,GBIRTHRT,Crude Birth Rate,2016,8.8
AD,GBIRTHRT,Crude Birth Rate,2018,7.2
AD,GBIRTHRT,Crude Birth Rate,2019,7.0
AD,GBIRTHRT,Crude Birth Rate,2022,6.2
AD,GBIRTHRT,Crude Birth Rate,2023,5.5
AD,GDEATHRT,Crude Death Rate,2004,3.8
AD,GDEATHRT,Crude Death Rate,2005,3.6
AD,GDEATHRT,Crude Death Rate,2006,3.3
AD,GDEATHRT,Crude Death Rate,2007,2.8
AD,GDEATHRT,Crude Death Rate,2008,2.8
AD,GDEATHRT,Crude Death Rate,2009,3.2
AD,GDEATHRT,Crude Death Rate,2010,2.8
AD,GDEATHRT,Crude Death Rate,2012,3.9
AD,GDEATHRT,Crude Death Rate,2016,4.3
AD,GDEATHRT,Crude Death Rate,2018,4.4
AD,GDEATHRT,Crude Death Rate,2019,3.9
AD,GDEATHRT,Crude Death Rate,2022,4.6
AD,GDEATHRT,Crude Death Rate,2023,4.3
AD,JAN,Population on 1 January,1986,44593.0
AD,JAN,Population on 1 January,1987,46976.0
AD,JAN,Population on 1 January,1988,48451.0
AD,JAN,Population on 1 January,1989,50528.0
AD,JAN,Population on 1 January,1990,50887.0
AD,JAN,Population on 1 January,1991,54507.0
AD,JAN,Population on 1 January,1992,59048.0
AD,JAN,Population on 1 January,1993,61599.0
AD,JAN,Population on 1 January,1994,65226.0
AD,JAN,Population on 1 January,1995,64311.0
AD,JAN,Population on 1 January,1996,63859.0
AD,JAN,Population on 1 January,1997,64479.0
AD,JAN,Population on 1 January,1998,65306.0
AD,JAN,Population on 1 January,1999,65877.0
AD,JAN,Population on 1 January,2000,65971.0
AD,JAN,Population on 1 January,2001,65844.0
AD,JAN,Population on 1 January,2002,66334.0
AD,JAN,Population on 1 January,2003,67159.0
AD,JAN,Population on 1 January,2004,72320.0
AD,JAN,Population on 1 January,2005,76875.0
AD,JAN,Population on 1 January,2006,78549.0
AD,JAN,Population on 1 January,2007,81222.0
AD,JAN,Population on 1 January,2008,83137.0
AD,JAN,Population on 1 January,2009,84484.0
AD,JAN,Population on 1 January,2010,84082.0
AD,JAN,Population on 1 January,2011,78115.0
AD,JAN,Population on 1 January,2012,78115.0
AD,JAN,Population on 1 January,2013,76246.0
AD,JAN,Population on 1 January,2016,71732.0
AD,JAN,Population on 1 January,2018,74794.0
AD,JAN,Population on 1 January,2019,76177.0
AD,JAN,Population on 1 January,2020,77543.0
AD,JAN,Population on 1 January,2022,79535.0
AD,JAN,Population on 1 January,2023,81588.0
AD,JAN,Population on 1 January,2024,85101.0
AD,LBIRTH,Live births,1985,557.0
AD,LBIRTH,Live births,1986,547.0
AD,LBIRTH,Live births,1987,527.0
AD,LBIRTH,Live births,1988,572.0
AD,LBIRTH,Live births,1989,634.0
AD,LBIRTH,Live births,1990,628.0
AD,LBIRTH,Live births,1991,678.0
AD,LBIRTH,Live births,1992,729.0
AD,LBIRTH,Live births,1993,723.0
AD,LBIRTH,Live births,1994,704.0
AD,LBIRTH,Live births,1995,702.0
AD,LBIRTH,Live births,1996,700.0
AD,LBIRTH,Live births,1997,730.0
AD,LBIRTH,Live births,1998,781.0
AD,LBIRTH,Live births,1999,833.0
AD,LBIRTH,Live births,2000,747.0
AD,LBIRTH,Live births,2001,777.0
AD,LBIRTH,Live births,2002,749.0
AD,LBIRTH,Live births,2003,721.0
AD,LBIRTH,Live births,2004,814.0
AD,LBIRTH,Live births,2005,828.0
AD,LBIRTH,Live births,2006,843.0
AD,LBIRTH,Live births,2007,826.0
AD,LBIRTH,Live births,2008,875.0
AD,LBIRTH,Live births,2009,838.0
AD,LBIRTH,Live births,2010,828.0
AD,LBIRTH,Live births,2012,737.0
AD,LBIRTH,Live births,2016,634.0
AD,LBIRTH,Live births,2018,543.0
AD,LBIRTH,Live births,2019,539.0
AD,LBIRTH,Live births,2021,503.0
AD,LBIRTH,Live births,2022,502.0
AD,LBIRTH,Live births,2023,458.0
AD,NATGROWRT,Natural Change Rate,2004,7.1
AD,NATGROWRT,Natural Change Rate,2005,7.1
AD,NATGROWRT,Natural Change Rate,2006,7.3
AD,NATGROWRT,Natural Change Rate,2007,7.3
AD,NATGROWRT,Natural Change Rate,2008,7.6
AD,NATGROWRT,Natural Change Rate,2009,6.7
AD,NATGROWRT,Natural Change Rate,2010,7.0
AD,NATGROWRT,Natural Change Rate,2012,5.6
AD,NATGROWRT,Natural Change Rate,2016,4.5
AD,NATGROWRT,Natural Change Rate,2018,2.8
AD,NATGROWRT,Natural Change Rate,2019,3.1
AD,NATGROWRT,Natural Change Rate,2022,1.6
AD,NATGROWRT,Natural Change Rate,2023,1.2
AL,CNMIGRATRT,Net Migration Rate,1960,-1.8
AL,CNMIGRATRT,Net Migration Rate,1961,-0.6
AL,CNMIGRATRT,Net Migration Rate,1962,1.3
AL,CNMIGRATRT,Net Migration Rate,1963,0.1
AL,CNMIGRATRT,Net Migration Rate,1964,-0.7
AL,CNMIGRATRT,Net Migration Rate,1965,0.5
AL,CNMIGRATRT,Net Migration Rate,1966,0.6
AL,CNMIGRATRT,Net Migration Rate,1967,-0.2
AL,CNMIGRATRT,Net Migration Rate,1968,2.6
AL,CNMIGRATRT,Net Migration Rate,1969,0.0
AL,CNMIGRATRT,Net Migration Rate,1970,0.0
AL,CNMIGRATRT,Net Migration Rate,1971,0.0
AL,CNMIGRATRT,Net Migration Rate,1972,0.0
AL,CNMIGRATRT,Net Migration Rate,1973,0.0
AL,CNMIGRATRT,Net Migration Rate,1974,0.0
AL,CNMIGRATRT,Net Migration Rate,1975,0.0
AL,CNMIGRATRT,Net Migration Rate,1976,0.0
AL,CNMIGRATRT,Net Migration Rate,1977,0.0
AL,CNMIGRATRT,Net Migration Rate,1978,-2.3
AL,CNMIGRATRT,Net Migration Rate,1979,0.0
AL,CNMIGRATRT,Net Migration Rate,1980,0.0
AL,CNMIGRATRT,Net Migration Rate,1981,0.1
AL,CNMIGRATRT,Net Migration Rate,1982,0.4
AL,CNMIGRATRT,Net Migration Rate,1983,0.4
AL,CNMIGRATRT,Net Migration Rate,1984,0.3
AL,CNMIGRATRT,Net Migration Rate,1985,-1.1
AL,CNMIGRATRT,Net Migration Rate,1986,-0.2
AL,CNMIGRATRT,Net Migration Rate,1987,0.3
AL,CNMIGRATRT,Net Migration Rate,1988,-2.9
AL,CNMIGRATRT,Net Migration Rate,1989,7.6
AL,CNMIGRATRT,Net Migration Rate,1990,-12.1
AL,CNMIGRATRT,Net Migration Rate,1991,-38.1
AL,CNMIGRATRT,Net Migration Rate,1992,-10.2
AL,CNMIGRATRT,Net Migration Rate,1993,-35.5
AL,CNMIGRATRT,Net Migration Rate,1994,-9.2
AL,CNMIGRATRT,Net Migration Rate,1995,-37.3
AL,CNMIGRATRT,Net Migration Rate,1996,-8.3
AL,CNMIGRATRT,Net Migration Rate,1997,-34.4
AL,CNMIGRATRT,Net Migration Rate,1998,-5.6
AL,CNMIGRATRT,Net Migration Rate,1999,-34.1
AL,CNMIGRATRT,Net Migration Rate,2000,-9.3
AL,CNMIGRATRT,Net Migration Rate,2001,-14.3
AL,CNMIGRATRT,Net Migration Rate,2002,-12.6
AL,CNMIGRATRT,Net Migration Rate,2003,-12.5
AL,CNMIGRATRT,Net Migration Rate,2004,-12.5
AL,CNMIGRATRT,Net Migration Rate,2005,-12.6
AL,CNMIGRATRT,Net Migration Rate,2006,-13.6
AL,CNMIGRATRT,Net Migration Rate,2007,-14.6
AL,CNMIGRATRT,Net Migration Rate,2008,-13.4
AL,CNMIGRATRT,Net Migration Rate,2009,-10.7
AL,CNMIGRATRT,Net Migration Rate,2010,-8.7
AL,CNMIGRATRT,Net Migration Rate,2011,-6.4
AL,CNMIGRATRT,Net Migration Rate,2012,-6.8
AL,CNMIGRATRT,Net Migration Rate,2013,-7.1
AL,CNMIGRATRT,Net Migration Rate,2014,-7.5
AL,CNMIGRATRT,Net Migration Rate,2015,-7.1
AL,CNMIGRATRT,Net Migration Rate,2016,-3.2
AL,CNMIGRATRT,Net Migration Rate,2017,-5.2
AL,CNMIGRATRT,Net Migration Rate,2018,-5.2
AL,CNMIGRATRT,Net Migration Rate,2019,-8.1
AL,CNMIGRATRT,Net Migration Rate,2020,-5.9
AL,CNMIGRATRT,Net Migration Rate,2021,-11.7
AL,CNMIGRATRT,Net Migration Rate,2022,-11.7
AL,CNMIGRATRT,Net Migration Rate,2023,-144.8
AL,CNMIGRATRT,Net Migration Rate,2024,-12.1
AL,DEATH,Deaths,1960,16775.0
AL,DEATH,Deaths,1961,15445.0
AL,DEATH,Deaths,1962,18363.0
AL,DEATH,Deaths,1963,17646.0
AL,DEATH,Deaths,1964,15811.0
AL,DEATH,Deaths,1965,16731.0
AL,DEATH,Deaths,1966,16469.0
AL,DEATH,Deaths,1967,16565.0
AL,DEATH,Deaths,1968,16214.0
AL,DEATH,Deaths,1969,15624.0
AL,DEATH,Deaths,1970,19774.0
AL,DEATH,Deaths,1971,17768.0
AL,DEATH,Deaths,1972,18077.0
AL,DEATH,Deaths,1973,18032.0
AL,DEATH,Deaths,1974,16840.0
AL,DEATH,Deaths,1975,16296.0
AL,DEATH,Deaths,1976,17425.0
AL,DEATH,Deaths,1977,16394.0
AL,DEATH,Deaths,1978,16219.0
AL,DEATH,Deaths,1979,17421.0
AL,DEATH,Deaths,1980,16981.0
AL,DEATH,Deaths,1981,18001.0
AL,DEATH,Deaths,1982,16521.0
AL,DEATH,Deaths,1983,17416.0
AL,DEATH,Deaths,1984,16618.0
AL,DEATH,Deaths,1985,17179.0
AL,DEATH,Deaths,1986,17369.0
AL,DEATH,Deaths,1987,17119.0
AL,DEATH,Deaths,1988,17027.0
AL,DEATH,Deaths,1989,18168.0
AL,DEATH,Deaths,1990,18193.0
AL,DEATH,Deaths,1991,17743.0
AL,DEATH,Deaths,1992,18026.0
AL,DEATH,Deaths,1993,17920.0
AL,DEATH,Deaths,1994,18342.0
AL,DEATH,Deaths,1995,18060.0
AL,DEATH,Deaths,1996,17600.0
AL,DEATH,Deaths,1997,18237.0
AL,DEATH,Deaths,1998,18250.0
AL,DEATH,Deaths,1999,16720.0
AL,DEATH,Deaths,2000,16421.0
AL,DEATH,Deaths,2001,15813.0
AL,DEATH,Deaths,2002,16248.0
AL,DEATH,Deaths,2003,17967.0
AL,DEATH,Deaths,2004,17749.0
AL,DEATH,Deaths,2005,17124.0
AL,DEATH,Deaths,2006,16682.0
AL,DEATH,Deaths,2007,14528.0
AL,DEATH,Deaths,2008,15926.0
AL,DEATH,Deaths,2009,20428.0
AL,DEATH,Deaths,2010,20107.0
AL,DEATH,Deaths,2011,20012.0
AL,DEATH,Deaths,2012,20870.0
AL,DEATH,Deaths,2013,20442.0
AL,DEATH,Deaths,2014,20656.0
AL,DEATH,Deaths,2015,22418.0
AL,DEATH,Deaths,2016,21388.0
AL,DEATH,Deaths,2017,22232.0
AL,DEATH,Deaths,2018,21804.0
AL,DEATH,Deaths,2019,21937.0
AL,DEATH,Deaths,2020,27605.0
AL,DEATH,Deaths,2021,30507.0
AL,DEATH,Deaths,2022,23998.0
AL,DEATH,Deaths,2023,21286.0
AL,DEATH,Deaths,2024,22102.0
AL,GBIRTHRT,Crude Birth Rate,1960,43.3
AL,GBIRTHRT,Crude Birth Rate,1961,41.2
AL,GBIRTHRT,Crude Birth Rate,1962,39.3
AL,GBIRTHRT,Crude Birth Rate,1963,39.1
AL,GBIRTHRT,Crude Birth Rate,1964,37.8
AL,GBIRTHRT,Crude Birth Rate,1965,35.2
AL,GBIRTHRT,Crude Birth Rate,1966,34.0
AL,GBIRTHRT,Crude Birth Rate,1967,35.2
AL,GBIRTHRT,Crude Birth Rate,1968,35.5
AL,GBIRTHRT,Crude Birth Rate,1969,35.3
AL,GBIRTHRT,Crude Birth Rate,1970,32.5
AL,GBIRTHRT,Crude Birth Rate,1971,33.3
AL,GBIRTHRT,Crude Birth Rate,1972,32.8
AL,GBIRTHRT,Crude Birth Rate,1973,30.4
AL,GBIRTHRT,Crude Birth Rate,1974,30.6
AL,GBIRTHRT,Crude Birth Rate,1975,29.4
AL,GBIRTHRT,Crude Birth Rate,1976,28.7
AL,GBIRTHRT,Crude Birth Rate,1977,29.2
AL,GBIRTHRT,Crude Birth Rate,1978,27.5
AL,GBIRTHRT,Crude Birth Rate,1979,27.5
AL,GBIRTHRT,Crude Birth Rate,1980,26.5
AL,GBIRTHRT,Crude Birth Rate,1981,26.5
AL,GBIRTHRT,Crude Birth Rate,1982,27.7
AL,GBIRTHRT,Crude Birth Rate,1983,25.9
AL,GBIRTHRT,Crude Birth Rate,1984,27.3
AL,GBIRTHRT,Crude Birth Rate,1985,26.2
AL,GBIRTHRT,Crude Birth Rate,1986,25.3
AL,GBIRTHRT,Crude Birth Rate,1987,25.8
AL,GBIRTHRT,Crude Birth Rate,1988,25.5
AL,GBIRTHRT,Crude Birth Rate,1989,24.6
AL,GBIRTHRT,Crude Birth Rate,1990,25.1
AL,GBIRTHRT,Crude Birth Rate,1991,23.8
AL,GBIRTHRT,Crude Birth Rate,1992,23.4
AL,GBIRTHRT,Crude Birth Rate,1993,21.1
AL,GBIRTHRT,Crude Birth Rate,1994,22.6
AL,GBIRTHRT,Crude Birth Rate,1995,22.8
AL,GBIRTHRT,Crude Birth Rate,1996,21.7
AL,GBIRTHRT,Crude Birth Rate,1997,19.7
AL,GBIRTHRT,Crude Birth Rate,1998,19.3
AL,GBIRTHRT,Crude Birth Rate,1999,18.8
AL,GBIRTHRT,Crude Birth Rate,2000,16.7
AL,GBIRTHRT,Crude Birth Rate,2001,17.4
AL,GBIRTHRT,Crude Birth Rate,2002,13.9
AL,GBIRTHRT,Crude Birth Rate,2003,14.9
AL,GBIRTHRT,Crude Birth Rate,2004,13.5
AL,GBIRTHRT,Crude Birth Rate,2005,12.9
AL,GBIRTHRT,Crude Birth Rate,2006,12.0
AL,GBIRTHRT,Crude Birth Rate,2007,11.6
AL,GBIRTHRT,Crude Birth Rate,2008,11.3
AL,GBIRTHRT,Crude Birth Rate,2009,11.7
AL,GBIRTHRT,Crude Birth Rate,2010,11.7
AL,GBIRTHRT,Crude Birth Rate,2011,11.8
AL,GBIRTHRT,Crude Birth Rate,2012,12.2
AL,GBIRTHRT,Crude Birth Rate,2013,12.3
AL,GBIRTHRT,Crude Birth Rate,2014,12.4
AL,GBIRTHRT,Crude Birth Rate,2015,11.4
AL,GBIRTHRT,Crude Birth Rate,2016,11.0
AL,GBIRTHRT,Crude Birth Rate,2017,10.7
AL,GBIRTHRT,Crude Birth Rate,2018,10.1
AL,GBIRTHRT,Crude Birth Rate,2019,10.0
AL,GBIRTHRT,Crude Birth Rate,2020,9.9
AL,GBIRTHRT,Crude Birth Rate,2021,9.7
AL,GBIRTHRT,Crude Birth Rate,2022,8.9
AL,GBIRTHRT,Crude Birth Rate,2023,9.2
AL,GBIRTHRT,Crude Birth Rate,2024,9.8
AL,GDEATHRT,Crude Death Rate,1960,10.4
AL,GDEATHRT,Crude Death Rate,1961,9.3
AL,GDEATHRT,Crude Death Rate,1962,10.7
AL,GDEATHRT,Crude Death Rate,1963,10.0
AL,GDEATHRT,Crude Death Rate,1964,8.7
AL,GDEATHRT,Crude Death Rate,1965,9.0
AL,GDEATHRT,Crude Death Rate,1966,8.6
AL,GDEATHRT,Crude Death Rate,1967,8.4
AL,GDEATHRT,Crude Death Rate,1968,8.0
AL,GDEATHRT,Crude Death Rate,1969,7.5
AL,GDEATHRT,Crude Death Rate,1970,9.3
AL,GDEATHRT,Crude Death Rate,1971,8.1
AL,GDEATHRT,Crude Death Rate,1972,8.1
AL,GDEATHRT,Crude Death Rate,1973,7.9
AL,GDEATHRT,Crude Death Rate,1974,7.2
AL,GDEATHRT,Crude Death Rate,1975,6.8
AL,GDEATHRT,Crude Death Rate,1976,7.1
AL,GDEATHRT,Crude Death Rate,1977,6.5
AL,GDEATHRT,Crude Death Rate,1978,6.3
AL,GDEATHRT,Crude Death Rate,1979,6.7
AL,GDEATHRT,Crude Death Rate,1980,6.4
AL,GDEATHRT,Crude Death Rate,1981,6.6
AL,GDEATHRT,Crude Death Rate,1982,5.9
AL,GDEATHRT,Crude Death Rate,1983,6.1
AL,GDEATHRT,Crude Death Rate,1984,5.7
AL,GDEATHRT,Crude Death Rate,1985,5.8
AL,GDEATHRT,Crude Death Rate,1986,5.7
AL,GDEATHRT,Crude Death Rate,1987,5.6
AL,GDEATHRT,Crude Death Rate,1988,5.4
AL,GDEATHRT,Crude Death Rate,1989,5.7
AL,GDEATHRT,Crude Death Rate,1990,5.6
AL,GDEATHRT,Crude Death Rate,1991,5.5
AL,GDEATHRT,Crude Death Rate,1992,5.6
AL,GDEATHRT,Crude Death Rate,1993,5.6
AL,GDEATHRT,Crude Death Rate,1994,5.8
AL,GDEATHRT,Crude Death Rate,1995,5.7
AL,GDEATHRT,Crude Death Rate,1996,5.6
AL,GDEATHRT,Crude Death Rate,1997,5.8
AL,GDEATHRT,Crude Death Rate,1998,5.9
AL,GDEATHRT,Crude Death Rate,1999,5.4
AL,GDEATHRT,Crude Death Rate,2000,5.4
AL,GDEATHRT,Crude Death Rate,2001,5.2
AL,GDEATHRT,Crude Death Rate,2002,5.3
AL,GDEATHRT,Crude Death Rate,2003,5.9
AL,GDEATHRT,Crude Death Rate,2004,5.9
AL,GDEATHRT,Crude Death Rate,2005,5.7
AL,GDEATHRT,Crude Death Rate,2006,5.6
AL,GDEATHRT,Crude Death Rate,2007,4.9
AL,GDEATHRT,Crude Death Rate,2008,5.4
AL,GDEATHRT,Crude Death Rate,2009,7.0
AL,GDEATHRT,Crude Death Rate,2010,6.9
AL,GDEATHRT,Crude Death Rate,2011,6.9
AL,GDEATHRT,Crude Death Rate,2012,7.2
AL,GDEATHRT,Crude Death Rate,2013,7.1
AL,GDEATHRT,Crude Death Rate,2014,7.1
AL,GDEATHRT,Crude Death Rate,2015,7.8
AL,GDEATHRT,Crude Death Rate,2016,7.4
AL,GDEATHRT,Crude Death Rate,2017,7.7
AL,GDEATHRT,Crude Death Rate,2018,7.6
AL,GDEATHRT,Crude Death Rate,2019,7.7
AL,GDEATHRT,Crude Death Rate,2020,9.7
AL,GDEATHRT,Crude Death Rate,2021,10.9
AL,GDEATHRT,Crude Death Rate,2022,8.6
AL,GDEATHRT,Crude Death Rate,2023,8.3
AL,GDEATHRT,Crude Death Rate,2024,9.3
AL,JAN,Population on 1 January,1960,1583800.0
AL,JAN,Population on 1 January,1961,1633800.0
AL,JAN,Population on 1 January,1962,1685800.0
AL,JAN,Population on 1 January,1963,1736838.0
AL,JAN,Population on 1 January,1964,1788404.0
AL,JAN,Population on 1 January,1965,1839866.0
AL,JAN,Population on 1 January,1966,1889715.0
AL,JAN,Population on 1 January,1967,1939430.0
AL,JAN,Population on 1 January,1968,1991765.0
AL,JAN,Population on 1 January,1969,2052778.0
AL,JAN,Population on 1 January,1970,2110612.0
AL,JAN,Population on 1 January,1971,2160345.0
AL,JAN,Population on 1 January,1972,2215361.0
AL,JAN,Population on 1 January,1973,2270891.0
AL,JAN,Population on 1 January,1974,2322613.0
AL,JAN,Population on 1 January,1975,2377635.0
AL,JAN,Population on 1 January,1976,2432027.0
AL,JAN,Population on 1 January,1977,2485025.0
AL,JAN,Population on 1 January,1978,2542066.0
AL,JAN,Population on 1 January,1979,2590466.0
AL,JAN,Population on 1 January,1980,2645198.0
AL,JAN,Population on 1 January,1981,2698795.0
AL,JAN,Population on 1 January,1982,2753316.0
AL,JAN,Population on 1 January,1983,2815239.0
AL,JAN,Population on 1 January,1984,2872681.0
AL,JAN,Population on 1 January,1985,2936177.0
AL,JAN,Population on 1 January,1986,2993347.0
AL,JAN,Population on 1 January,1987,3051923.0
AL,JAN,Population on 1 January,1988,3115286.0
AL,JAN,Population on 1 January,1989,3169386.0
AL,JAN,Population on 1 January,1990,3254541.0
AL,JAN,Population on 1 January,1991,3279039.0
AL,JAN,Population on 1 January,1992,3215038.0
AL,JAN,Population on 1 January,1993,3239536.0
AL,JAN,Population on 1 January,1994,3175535.0
AL,JAN,Population on 1 January,1995,3200033.0
AL,JAN,Population on 1 January,1996,3136032.0
AL,JAN,Population on 1 January,1997,3160530.0
AL,JAN,Population on 1 January,1998,3096529.0
AL,JAN,Population on 1 January,1999,3121027.0
AL,JAN,Population on 1 January,2000,3057026.0
AL,JAN,Population on 1 January,2001,3063320.0
AL,JAN,Population on 1 January,2002,3057018.0
AL,JAN,Population on 1 January,2003,3044993.0
AL,JAN,Population on 1 January,2004,3034231.0
AL,JAN,Population on 1 January,2005,3019634.0
AL,JAN,Population on 1 January,2006,3003329.0
AL,JAN,Population on 1 January,2007,2981755.0
AL,JAN,Population on 1 January,2008,2958266.0
AL,JAN,Population on 1 January,2009,2936355.0
AL,JAN,Population on 1 January,2010,2918674.0
AL,JAN,Population on 1 January,2011,2907361.0
AL,JAN,Population on 1 January,2012,2903008.0
AL,JAN,Population on 1 January,2013,2897770.0
AL,JAN,Population on 1 January,2014,2892394.0
AL,JAN,Population on 1 January,2015,2885796.0
AL,JAN,Population on 1 January,2016,2875592.0
AL,JAN,Population on 1 January,2017,2876591.0
AL,JAN,Population on 1 January,2018,2870324.0
AL,JAN,Population on 1 January,2019,2862427.0
AL,JAN,Population on 1 January,2020,2845955.0
AL,JAN,Population on 1 January,2021,2829741.0
AL,JAN,Population on 1 January,2022,2793592.0
AL,JAN,Population on 1 January,2023,2761785.0
AL,JAN,Population on 1 January,2024,2390942.0
AL,LBIRTH,Live births,1960,69686.0
AL,LBIRTH,Live births,1961,68452.0
AL,LBIRTH,Live births,1962,67209.0
AL,LBIRTH,Live births,1963,68967.0
AL,LBIRTH,Live births,1964,68599.0
AL,LBIRTH,Live births,1965,65692.0
AL,LBIRTH,Live births,1966,65127.0
AL,LBIRTH,Live births,1967,69261.0
AL,LBIRTH,Live births,1968,71869.0
AL,LBIRTH,Live births,1969,73458.0
AL,LBIRTH,Live births,1970,69507.0
AL,LBIRTH,Live births,1971,72784.0
AL,LBIRTH,Live births,1972,73607.0
AL,LBIRTH,Live births,1973,69754.0
AL,LBIRTH,Live births,1974,71862.0
AL,LBIRTH,Live births,1975,70688.0
AL,LBIRTH,Live births,1976,70510.0
AL,LBIRTH,Live births,1977,73439.0
AL,LBIRTH,Live births,1978,70594.0
AL,LBIRTH,Live births,1979,72055.0
AL,LBIRTH,Live births,1980,70680.0
AL,LBIRTH,Live births,1981,72180.0
AL,LBIRTH,Live births,1982,77232.0
AL,LBIRTH,Live births,1983,73762.0
AL,LBIRTH,Live births,1984,79177.0
AL,LBIRTH,Live births,1985,77535.0
AL,LBIRTH,Live births,1986,76435.0
AL,LBIRTH,Live births,1987,79696.0
AL,LBIRTH,Live births,1988,80241.0
AL,LBIRTH,Live births,1989,78862.0
AL,LBIRTH,Live births,1990,82125.0
AL,LBIRTH,Live births,1991,77361.0
AL,LBIRTH,Live births,1992,75425.0
AL,LBIRTH,Live births,1993,67730.0
AL,LBIRTH,Live births,1994,72179.0
AL,LBIRTH,Live births,1995,72081.0
AL,LBIRTH,Live births,1996,68358.0
AL,LBIRTH,Live births,1997,61739.0
AL,LBIRTH,Live births,1998,60139.0
AL,LBIRTH,Live births,1999,57948.0
AL,LBIRTH,Live births,2000,51242.0
AL,LBIRTH,Live births,2001,53205.0
AL,LBIRTH,Live births,2002,42527.0
AL,LBIRTH,Live births,2003,45313.0
AL,LBIRTH,Live births,2004,40989.0
AL,LBIRTH,Live births,2005,38898.0
AL,LBIRTH,Live births,2006,35891.0
AL,LBIRTH,Live births,2007,34448.0
AL,LBIRTH,Live births,2008,33445.0
AL,LBIRTH,Live births,2009,34114.0
AL,LBIRTH,Live births,2010,34061.0
AL,LBIRTH,Live births,2011,34285.0
AL,LBIRTH,Live births,2012,35473.0
AL,LBIRTH,Live births,2013,35750.0
AL,LBIRTH,Live births,2014,35760.0
AL,LBIRTH,Live births,2015,32715.0
AL,LBIRTH,Live births,2016,31733.0
AL,LBIRTH,Live births,2017,30869.0
AL,LBIRTH,Live births,2018,28934.0
AL,LBIRTH,Live births,2019,28561.0
AL,LBIRTH,Live births,2020,28075.0
AL,LBIRTH,Live births,2021,27211.0
AL,LBIRTH,Live births,2022,24688.0
AL,LBIRTH,Live births,2023,23617.0
AL,LBIRTH,Live births,2024,23310.0
AL,NATGROWRT,Natural Change Rate,1960,32.9
AL,NATGROWRT,Natural Change Rate,1961,31.9
AL,NATGROWRT,Natural Change Rate,1962,28.5
AL,NATGROWRT,Natural Change Rate,1963,29.1
AL,NATGROWRT,Natural Change Rate,1964,29.1
AL,NATGROWRT,Natural Change Rate,1965,26.3
AL,NATGROWRT,Natural Change Rate,1966,25.4
AL,NATGROWRT,Natural Change Rate,1967,26.8
AL,NATGROWRT,Natural Change Rate,1968,27.5
AL,NATGROWRT,Natural Change Rate,1969,27.8
AL,NATGROWRT,Natural Change Rate,1970,23.3
