geo,indic_code,indicator,year,value
LU,JAN,Population on 1 January,2003,448300.0
LU,JAN,Population on 1 January,2004,454960.0
LU,JAN,Population on 1 January,2005,461230.0
LU,JAN,Population on 1 January,2006,469086.0
LU,JAN,Population on 1 January,2007,476187.0
LU,JAN,Population on 1 January,2008,483799.0
LU,JAN,Population on 1 January,2009,493500.0
LU,JAN,Population on 1 January,2010,502066.0
LU,JAN,Population on 1 January,2011,511840.0
LU,JAN,Population on 1 January,2012,524853.0
LU,JAN,Population on 1 January,2013,537039.0
LU,JAN,Population on 1 January,2014,549680.0
LU,JAN,Population on 1 January,2015,562958.0
LU,JAN,Population on 1 January,2016,576249.0
LU,JAN,Population on 1 January,2017,590667.0
LU,JAN,Population on 1 January,2018,602005.0
LU,JAN,Population on 1 January,2019,613894.0
LU,JAN,Population on 1 January,2020,626108.0
LU,JAN,Population on 1 January,2021,634730.0
LU,JAN,Population on 1 January,2022,645397.0
LU,JAN,Population on 1 January,2023,660809.0
LU,JAN,Population on 1 January,2024,672050.0
LU,LBIRTH,Live births,1960,5019.0
LU,LBIRTH,Live births,1961,5112.0
LU,LBIRTH,Live births,1962,5137.0
LU,LBIRTH,Live births,1963,5112.0
LU,LBIRTH,Live births,1964,5229.0
LU,LBIRTH,Live births,1965,5297.0
LU,LBIRTH,Live births,1966,5194.0
LU,LBIRTH,Live births,1967,4957.0
LU,LBIRTH,Live births,1968,4704.0
LU,LBIRTH,Live births,1969,4503.0
LU,LBIRTH,Live births,1970,4411.0
LU,LBIRTH,Live births,1971,4443.0
LU,LBIRTH,Live births,1972,4086.0
LU,LBIRTH,Live births,1973,3800.0
LU,LBIRTH,Live births,1974,3925.0
LU,LBIRTH,Live births,1975,3982.0
LU,LBIRTH,Live births,1976,3915.0
LU,LBIRTH,Live births,1977,4053.0
LU,LBIRTH,Live births,1978,4072.0
LU,LBIRTH,Live births,1979,4078.0
LU,LBIRTH,Live births,1980,4169.0
LU,LBIRTH,Live births,1981,4414.0
LU,LBIRTH,Live births,1982,4300.0
LU,LBIRTH,Live births,1983,4185.0
LU,LBIRTH,Live births,1984,4192.0
LU,LBIRTH,Live births,1985,4104.0
LU,LBIRTH,Live births,1986,4309.0
LU,LBIRTH,Live births,1987,4238.0
LU,LBIRTH,Live births,1988,4603.0
LU,LBIRTH,Live births,1989,4665.0
LU,LBIRTH,Live births,1990,4936.0
LU,LBIRTH,Live births,1991,4986.0
LU,LBIRTH,Live births,1992,5149.0
LU,LBIRTH,Live births,1993,5353.0
LU,LBIRTH,Live births,1994,5451.0
LU,LBIRTH,Live births,1995,5421.0
LU,LBIRTH,Live births,1996,5689.0
LU,LBIRTH,Live births,1997,5503.0
LU,LBIRTH,Live births,1998,5386.0
LU,LBIRTH,Live births,1999,5582.0
LU,LBIRTH,Live births,2000,5723.0
LU,LBIRTH,Live births,2001,5459.0
LU,LBIRTH,Live births,2002,5345.0
LU,LBIRTH,Live births,2003,5303.0
LU,LBIRTH,Live births,2004,5452.0
LU,LBIRTH,Live births,2005,5371.0
LU,LBIRTH,Live births,2006,5514.0
LU,LBIRTH,Live births,2007,5477.0
LU,LBIRTH,Live births,2008,5596.0
LU,LBIRTH,Live births,2009,5638.0
LU,LBIRTH,Live births,2010,5874.0
LU,LBIRTH,Live births,2011,5639.0
LU,LBIRTH,Live births,2012,6026.0
LU,LBIRTH,Live births,2013,6115.0
LU,LBIRTH,Live births,2014,6070.0
LU,LBIRTH,Live births,2015,6115.0
LU,LBIRTH,Live births,2016,6050.0
LU,LBIRTH,Live births,2017,6174.0
LU,LBIRTH,Live births,2018,6274.0
LU,LBIRTH,Live births,2019,6230.0
LU,LBIRTH,Live births,2020,6459.0
LU,LBIRTH,Live births,2021,6690.0
LU,LBIRTH,Live births,2022,6495.0
LU,LBIRTH,Live births,2023,6320.0
LU,LBIRTH,Live births,2024,6459.0
LU,NATGROWRT,Natural Change Rate,1960,4.2
LU,NATGROWRT,Natural Change Rate,1961,4.7
LU,NATGROWRT,Natural Change Rate,1962,3.4
LU,NATGROWRT,Natural Change Rate,1963,3.7
LU,NATGROWRT,Natural Change Rate,1964,4.2
LU,NATGROWRT,Natural Change Rate,1965,3.7
LU,NATGROWRT,Natural Change Rate,1966,3.4
LU,NATGROWRT,Natural Change Rate,1967,2.5
LU,NATGROWRT,Natural Change Rate,1968,1.8
LU,NATGROWRT,Natural Change Rate,1969,0.9
LU,NATGROWRT,Natural Change Rate,1970,0.8
LU,NATGROWRT,Natural Change Rate,1971,0.2
LU,NATGROWRT,Natural Change Rate,1972,-0.1
LU,NATGROWRT,Natural Change Rate,1973,-1.1
LU,NATGROWRT,Natural Change Rate,1974,-1.1
LU,NATGROWRT,Natural Change Rate,1975,-1.1
LU,NATGROWRT,Natural Change Rate,1976,-1.6
LU,NATGROWRT,Natural Change Rate,1977,-0.1
LU,NATGROWRT,Natural Change Rate,1978,-0.3
LU,NATGROWRT,Natural Change Rate,1979,0.3
LU,NATGROWRT,Natural Change Rate,1980,0.2
LU,NATGROWRT,Natural Change Rate,1981,0.8
LU,NATGROWRT,Natural Change Rate,1982,0.5
LU,NATGROWRT,Natural Change Rate,1983,0.2
LU,NATGROWRT,Natural Change Rate,1984,0.3
LU,NATGROWRT,Natural Change Rate,1985,0.2
LU,NATGROWRT,Natural Change Rate,1986,0.9
LU,NATGROWRT,Natural Change Rate,1987,0.6
LU,NATGROWRT,Natural Change Rate,1988,2.0
LU,NATGROWRT,Natural Change Rate,1989,1.8
LU,NATGROWRT,Natural Change Rate,1990,3.0
LU,NATGROWRT,Natural Change Rate,1991,3.2
LU,NATGROWRT,Natural Change Rate,1992,2.9
LU,NATGROWRT,Natural Change Rate,1993,3.6
LU,NATGROWRT,Natural Change Rate,1994,4.1
LU,NATGROWRT,Natural Change Rate,1995,4.0
LU,NATGROWRT,Natural Change Rate,1996,4.3
LU,NATGROWRT,Natural Change Rate,1997,3.8
LU,NATGROWRT,Natural Change Rate,1998,3.5
LU,NATGROWRT,Natural Change Rate,1999,4.2
LU,NATGROWRT,Natural Change Rate,2000,4.5
LU,NATGROWRT,Natural Change Rate,2001,3.9
LU,NATGROWRT,Natural Change Rate,2002,3.6
LU,NATGROWRT,Natural Change Rate,2003,2.8
LU,NATGROWRT,Natural Change Rate,2004,4.1
LU,NATGROWRT,Natural Change Rate,2005,3.8
LU,NATGROWRT,Natural Change Rate,2006,3.7
LU,NATGROWRT,Natural Change Rate,2007,3.4
LU,NATGROWRT,Natural Change Rate,2008,4.1
LU,NATGROWRT,Natural Change Rate,2009,4.0
LU,NATGROWRT,Natural Change Rate,2010,4.2
LU,NATGROWRT,Natural Change Rate,2011,3.5
LU,NATGROWRT,Natural Change Rate,2012,4.0
LU,NATGROWRT,Natural Change Rate,2013,4.2
LU,NATGROWRT,Natural Change Rate,2014,4.0
LU,NATGROWRT,Natural Change Rate,2015,3.7
LU,NATGROWRT,Natural Change Rate,2016,3.6
LU,NATGROWRT,Natural Change Rate,2017,3.2
LU,NATGROWRT,Natural Change Rate,2018,3.2
LU,NATGROWRT,Natural Change Rate,2019,3.1
LU,NATGROWRT,Natural Change Rate,2020,2.9
LU,NATGROWRT,Natural Change Rate,2021,3.4
LU,NATGROWRT,Natural Change Rate,2022,3.1
LU,NATGROWRT,Natural Change Rate,2023,2.8
LU,NATGROWRT,Natural Change Rate,2024,2.9
LV,CNMIGRATRT,Net Migration Rate,1960,9.2
LV,CNMIGRATRT,Net Migration Rate,1961,7.2
LV,CNMIGRATRT,Net Migration Rate,1962,7.6
LV,CNMIGRATRT,Net Migration Rate,1963,8.8
LV,CNMIGRATRT,Net Migration Rate,1964,7.6
LV,CNMIGRATRT,Net Migration Rate,1965,5.9
LV,CNMIGRATRT,Net Migration Rate,1966,1.9
LV,CNMIGRATRT,Net Migration Rate,1967,6.6
LV,CNMIGRATRT,Net Migration Rate,1968,6.1
LV,CNMIGRATRT,Net Migration Rate,1969,4.6
LV,CNMIGRATRT,Net Migration Rate,1970,2.9
LV,CNMIGRATRT,Net Migration Rate,1971,4.6
LV,CNMIGRATRT,Net Migration Rate,1972,4.6
LV,CNMIGRATRT,Net Migration Rate,1973,6.5
LV,CNMIGRATRT,Net Migration Rate,1974,5.9
LV,CNMIGRATRT,Net Migration Rate,1975,4.9
LV,CNMIGRATRT,Net Migration Rate,1976,3.5
LV,CNMIGRATRT,Net Migration Rate,1977,4.8
LV,CNMIGRATRT,Net Migration Rate,1978,3.0
LV,CNMIGRATRT,Net Migration Rate,1979,1.2
LV,CNMIGRATRT,Net Migration Rate,1980,1.0
LV,CNMIGRATRT,Net Migration Rate,1981,2.3
LV,CNMIGRATRT,Net Migration Rate,1982,3.0
LV,CNMIGRATRT,Net Migration Rate,1983,3.1
LV,CNMIGRATRT,Net Migration Rate,1984,3.3
LV,CNMIGRATRT,Net Migration Rate,1985,4.7
LV,CNMIGRATRT,Net Migration Rate,1986,5.3
LV,CNMIGRATRT,Net Migration Rate,1987,7.3
LV,CNMIGRATRT,Net Migration Rate,1988,6.0
LV,CNMIGRATRT,Net Migration Rate,1989,-1.5
LV,CNMIGRATRT,Net Migration Rate,1990,-4.9
LV,CNMIGRATRT,Net Migration Rate,1991,-5.7
LV,CNMIGRATRT,Net Migration Rate,1992,-20.5
LV,CNMIGRATRT,Net Migration Rate,1993,-12.6
LV,CNMIGRATRT,Net Migration Rate,1994,-9.1
LV,CNMIGRATRT,Net Migration Rate,1995,-5.5
LV,CNMIGRATRT,Net Migration Rate,1996,-4.1
LV,CNMIGRATRT,Net Migration Rate,1997,-3.9
LV,CNMIGRATRT,Net Migration Rate,1998,-2.4
LV,CNMIGRATRT,Net Migration Rate,1999,-1.7
LV,CNMIGRATRT,Net Migration Rate,2000,-6.9
LV,CNMIGRATRT,Net Migration Rate,2001,-8.2
LV,CNMIGRATRT,Net Migration Rate,2002,-4.0
LV,CNMIGRATRT,Net Migration Rate,2003,-5.1
LV,CNMIGRATRT,Net Migration Rate,2004,-6.8
LV,CNMIGRATRT,Net Migration Rate,2005,-4.9
LV,CNMIGRATRT,Net Migration Rate,2006,-4.0
LV,CNMIGRATRT,Net Migration Rate,2007,-3.6
LV,CNMIGRATRT,Net Migration Rate,2008,-10.3
LV,CNMIGRATRT,Net Migration Rate,2009,-16.1
LV,CNMIGRATRT,Net Migration Rate,2010,-17.0
LV,CNMIGRATRT,Net Migration Rate,2011,-9.7
LV,CNMIGRATRT,Net Migration Rate,2012,-5.8
LV,CNMIGRATRT,Net Migration Rate,2013,-7.1
LV,CNMIGRATRT,Net Migration Rate,2014,-4.3
LV,CNMIGRATRT,Net Migration Rate,2015,-5.4
LV,CNMIGRATRT,Net Migration Rate,2016,-6.2
LV,CNMIGRATRT,Net Migration Rate,2017,-4.0
LV,CNMIGRATRT,Net Migration Rate,2018,-2.5
LV,CNMIGRATRT,Net Migration Rate,2019,-1.8
LV,CNMIGRATRT,Net Migration Rate,2020,-1.7
LV,CNMIGRATRT,Net Migration Rate,2021,-0.2
LV,CNMIGRATRT,Net Migration Rate,2022,16.5
LV,CNMIGRATRT,Net Migration Rate,2023,-1.7
LV,CNMIGRATRT,Net Migration Rate,2024,-2.3
LV,DEATH,Deaths,1960,21314.0
LV,DEATH,Deaths,1961,21759.0
LV,DEATH,Deaths,1962,23592.0
LV,DEATH,Deaths,1963,22703.0
LV,DEATH,Deaths,1964,21165.0
LV,DEATH,Deaths,1965,22780.0
LV,DEATH,Deaths,1966,23350.0
LV,DEATH,Deaths,1967,24362.0
LV,DEATH,Deaths,1968,25104.0
LV,DEATH,Deaths,1969,26229.0
LV,DEATH,Deaths,1970,26546.0
LV,DEATH,Deaths,1971,26275.0
LV,DEATH,Deaths,1972,27296.0
LV,DEATH,Deaths,1973,28139.0
LV,DEATH,Deaths,1974,28143.0
LV,DEATH,Deaths,1975,30042.0
LV,DEATH,Deaths,1976,30373.0
LV,DEATH,Deaths,1977,30869.0
LV,DEATH,Deaths,1978,31261.0
LV,DEATH,Deaths,1979,32162.0
LV,DEATH,Deaths,1980,32100.0
LV,DEATH,Deaths,1981,32090.0
LV,DEATH,Deaths,1982,31234.0
LV,DEATH,Deaths,1983,32330.0
LV,DEATH,Deaths,1984,33406.0
LV,DEATH,Deaths,1985,34166.0
LV,DEATH,Deaths,1986,31328.0
LV,DEATH,Deaths,1987,32150.0
LV,DEATH,Deaths,1988,32421.0
LV,DEATH,Deaths,1989,32584.0
LV,DEATH,Deaths,1990,34812.0
LV,DEATH,Deaths,1991,34749.0
LV,DEATH,Deaths,1992,35420.0
LV,DEATH,Deaths,1993,39197.0
LV,DEATH,Deaths,1994,41757.0
LV,DEATH,Deaths,1995,38931.0
LV,DEATH,Deaths,1996,34320.0
LV,DEATH,Deaths,1997,33533.0
LV,DEATH,Deaths,1998,34200.0
LV,DEATH,Deaths,1999,32844.0
LV,DEATH,Deaths,2000,32205.0
LV,DEATH,Deaths,2001,32991.0
LV,DEATH,Deaths,2002,32498.0
LV,DEATH,Deaths,2003,32437.0
LV,DEATH,Deaths,2004,32024.0
LV,DEATH,Deaths,2005,32777.0
LV,DEATH,Deaths,2006,33098.0
LV,DEATH,Deaths,2007,33042.0
LV,DEATH,Deaths,2008,31006.0
LV,DEATH,Deaths,2009,29897.0
LV,DEATH,Deaths,2010,30040.0
LV,DEATH,Deaths,2011,28540.0
LV,DEATH,Deaths,2012,29025.0
LV,DEATH,Deaths,2013,28691.0
LV,DEATH,Deaths,2014,28466.0
LV,DEATH,Deaths,2015,28478.0
LV,DEATH,Deaths,2016,28580.0
LV,DEATH,Deaths,2017,28757.0
LV,DEATH,Deaths,2018,28820.0
LV,DEATH,Deaths,2019,27719.0
LV,DEATH,Deaths,2020,28854.0
LV,DEATH,Deaths,2021,34600.0
LV,DEATH,Deaths,2022,30731.0
LV,DEATH,Deaths,2023,28031.0
LV,DEATH,Deaths,2024,26661.0
LV,GBIRTHRT,Crude Birth Rate,1960,16.7
LV,GBIRTHRT,Crude Birth Rate,1961,16.7
LV,GBIRTHRT,Crude Birth Rate,1962,16.1
LV,GBIRTHRT,Crude Birth Rate,1963,15.3
LV,GBIRTHRT,Crude Birth Rate,1964,14.8
LV,GBIRTHRT,Crude Birth Rate,1965,13.8
LV,GBIRTHRT,Crude Birth Rate,1966,14.0
LV,GBIRTHRT,Crude Birth Rate,1967,14.0
LV,GBIRTHRT,Crude Birth Rate,1968,14.1
LV,GBIRTHRT,Crude Birth Rate,1969,14.0
LV,GBIRTHRT,Crude Birth Rate,1970,14.6
LV,GBIRTHRT,Crude Birth Rate,1971,14.8
LV,GBIRTHRT,Crude Birth Rate,1972,14.6
LV,GBIRTHRT,Crude Birth Rate,1973,14.1
LV,GBIRTHRT,Crude Birth Rate,1974,14.3
LV,GBIRTHRT,Crude Birth Rate,1975,14.2
LV,GBIRTHRT,Crude Birth Rate,1976,14.0
LV,GBIRTHRT,Crude Birth Rate,1977,13.8
LV,GBIRTHRT,Crude Birth Rate,1978,13.7
LV,GBIRTHRT,Crude Birth Rate,1979,13.8
LV,GBIRTHRT,Crude Birth Rate,1980,14.1
LV,GBIRTHRT,Crude Birth Rate,1981,14.2
LV,GBIRTHRT,Crude Birth Rate,1982,14.8
LV,GBIRTHRT,Crude Birth Rate,1983,15.9
LV,GBIRTHRT,Crude Birth Rate,1984,15.9
LV,GBIRTHRT,Crude Birth Rate,1985,15.4
LV,GBIRTHRT,Crude Birth Rate,1986,16.1
LV,GBIRTHRT,Crude Birth Rate,1987,16.0
LV,GBIRTHRT,Crude Birth Rate,1988,15.6
LV,GBIRTHRT,Crude Birth Rate,1989,14.6
LV,GBIRTHRT,Crude Birth Rate,1990,14.2
LV,GBIRTHRT,Crude Birth Rate,1991,13.1
LV,GBIRTHRT,Crude Birth Rate,1992,12.1
LV,GBIRTHRT,Crude Birth Rate,1993,10.4
LV,GBIRTHRT,Crude Birth Rate,1994,9.6
LV,GBIRTHRT,Crude Birth Rate,1995,8.7
LV,GBIRTHRT,Crude Birth Rate,1996,8.1
LV,GBIRTHRT,Crude Birth Rate,1997,7.7
LV,GBIRTHRT,Crude Birth Rate,1998,7.6
LV,GBIRTHRT,Crude Birth Rate,1999,8.1
LV,GBIRTHRT,Crude Birth Rate,2000,8.6
LV,GBIRTHRT,Crude Birth Rate,2001,8.4
LV,GBIRTHRT,Crude Birth Rate,2002,8.7
LV,GBIRTHRT,Crude Birth Rate,2003,9.2
LV,GBIRTHRT,Crude Birth Rate,2004,9.1
LV,GBIRTHRT,Crude Birth Rate,2005,9.8
LV,GBIRTHRT,Crude Birth Rate,2006,10.3
LV,GBIRTHRT,Crude Birth Rate,2007,10.9
LV,GBIRTHRT,Crude Birth Rate,2008,11.2
LV,GBIRTHRT,Crude Birth Rate,2009,10.3
LV,GBIRTHRT,Crude Birth Rate,2010,9.4
LV,GBIRTHRT,Crude Birth Rate,2011,9.1
LV,GBIRTHRT,Crude Birth Rate,2012,9.8
LV,GBIRTHRT,Crude Birth Rate,2013,10.2
LV,GBIRTHRT,Crude Birth Rate,2014,10.9
LV,GBIRTHRT,Crude Birth Rate,2015,11.1
LV,GBIRTHRT,Crude Birth Rate,2016,11.2
LV,GBIRTHRT,Crude Birth Rate,2017,10.7
LV,GBIRTHRT,Crude Birth Rate,2018,10.0
LV,GBIRTHRT,Crude Birth Rate,2019,9.8
LV,GBIRTHRT,Crude Birth Rate,2020,9.2
LV,GBIRTHRT,Crude Birth Rate,2021,9.2
LV,GBIRTHRT,Crude Birth Rate,2022,8.5
LV,GBIRTHRT,Crude Birth Rate,2023,7.7
LV,GBIRTHRT,Crude Birth Rate,2024,6.9
LV,GDEATHRT,Crude Death Rate,1960,10.0
LV,GDEATHRT,Crude Death Rate,1961,10.1
LV,GDEATHRT,Crude Death Rate,1962,10.8
LV,GDEATHRT,Crude Death Rate,1963,10.3
LV,GDEATHRT,Crude Death Rate,1964,9.4
LV,GDEATHRT,Crude Death Rate,1965,10.1
LV,GDEATHRT,Crude Death Rate,1966,10.2
LV,GDEATHRT,Crude Death Rate,1967,10.6
LV,GDEATHRT,Crude Death Rate,1968,10.8
LV,GDEATHRT,Crude Death Rate,1969,11.2
LV,GDEATHRT,Crude Death Rate,1970,11.3
LV,GDEATHRT,Crude Death Rate,1971,11.1
LV,GDEATHRT,Crude Death Rate,1972,11.4
LV,GDEATHRT,Crude Death Rate,1973,11.6
LV,GDEATHRT,Crude Death Rate,1974,11.5
LV,GDEATHRT,Crude Death Rate,1975,12.2
LV,GDEATHRT,Crude Death Rate,1976,12.3
LV,GDEATHRT,Crude Death Rate,1977,12.4
LV,GDEATHRT,Crude Death Rate,1978,12.5
LV,GDEATHRT,Crude Death Rate,1979,12.8
LV,GDEATHRT,Crude Death Rate,1980,12.8
LV,GDEATHRT,Crude Death Rate,1981,12.7
LV,GDEATHRT,Crude Death Rate,1982,12.3
LV,GDEATHRT,Crude Death Rate,1983,12.7
LV,GDEATHRT,Crude Death Rate,1984,13.0
LV,GDEATHRT,Crude Death Rate,1985,13.2
LV,GDEATHRT,Crude Death Rate,1986,12.0
LV,GDEATHRT,Crude Death Rate,1987,12.2
LV,GDEATHRT,Crude Death Rate,1988,12.2
LV,GDEATHRT,Crude Death Rate,1989,12.2
LV,GDEATHRT,Crude Death Rate,1990,13.1
LV,GDEATHRT,Crude Death Rate,1991,13.1
LV,GDEATHRT,Crude Death Rate,1992,13.5
LV,GDEATHRT,Crude Death Rate,1993,15.3
LV,GDEATHRT,Crude Death Rate,1994,16.6
LV,GDEATHRT,Crude Death Rate,1995,15.7
LV,GDEATHRT,Crude Death Rate,1996,14.0
LV,GDEATHRT,Crude Death Rate,1997,13.8
LV,GDEATHRT,Crude Death Rate,1998,14.2
LV,GDEATHRT,Crude Death Rate,1999,13.7
LV,GDEATHRT,Crude Death Rate,2000,13.6
LV,GDEATHRT,Crude Death Rate,2001,14.1
LV,GDEATHRT,Crude Death Rate,2002,14.1
LV,GDEATHRT,Crude Death Rate,2003,14.2
LV,GDEATHRT,Crude Death Rate,2004,14.2
LV,GDEATHRT,Crude Death Rate,2005,14.6
LV,GDEATHRT,Crude Death Rate,2006,14.9
LV,GDEATHRT,Crude Death Rate,2007,15.0
LV,GDEATHRT,Crude Death Rate,2008,14.2
LV,GDEATHRT,Crude Death Rate,2009,14.0
LV,GDEATHRT,Crude Death Rate,2010,14.3
LV,GDEATHRT,Crude Death Rate,2011,13.9
LV,GDEATHRT,Crude Death Rate,2012,14.3
LV,GDEATHRT,Crude Death Rate,2013,14.3
LV,GDEATHRT,Crude Death Rate,2014,14.3
LV,GDEATHRT,Crude Death Rate,2015,14.4
LV,GDEATHRT,Crude Death Rate,2016,14.6
LV,GDEATHRT,Crude Death Rate,2017,14.8
LV,GDEATHRT,Crude Death Rate,2018,15.0
LV,GDEATHRT,Crude Death Rate,2019,14.5
LV,GDEATHRT,Crude Death Rate,2020,15.2
LV,GDEATHRT,Crude Death Rate,2021,18.4
LV,GDEATHRT,Crude Death Rate,2022,16.3
LV,GDEATHRT,Crude Death Rate,2023,14.9
LV,GDEATHRT,Crude Death Rate,2024,14.3
LV,JAN,Population on 1 January,1960,2104128.0
LV,JAN,Population on 1 January,1961,2137830.0
LV,JAN,Population on 1 January,1962,2167531.0
LV,JAN,Population on 1 January,1963,2195640.0
LV,JAN,Population on 1 January,1964,2226198.0
LV,JAN,Population on 1 January,1965,2255048.0
LV,JAN,Population on 1 January,1966,2276789.0
LV,JAN,Population on 1 January,1967,2289645.0
LV,JAN,Population on 1 January,1968,2312795.0
LV,JAN,Population on 1 January,1969,2334443.0
LV,JAN,Population on 1 January,1970,2351903.0
LV,JAN,Population on 1 January,1971,2366424.0
LV,JAN,Population on 1 January,1972,2386353.0
LV,JAN,Population on 1 January,1973,2404995.0
LV,JAN,Population on 1 January,1974,2426642.0
LV,JAN,Population on 1 January,1975,2447730.0
LV,JAN,Population on 1 January,1976,2464529.0
LV,JAN,Population on 1 January,1977,2477449.0
LV,JAN,Population on 1 January,1978,2492697.0
LV,JAN,Population on 1 January,1979,2503145.0
LV,JAN,Population on 1 January,1980,2508761.0
LV,JAN,Population on 1 January,1981,2514640.0
LV,JAN,Population on 1 January,1982,2524202.0
LV,JAN,Population on 1 January,1983,2537958.0
LV,JAN,Population on 1 January,1984,2554063.0
LV,JAN,Population on 1 January,1985,2570030.0
LV,JAN,Population on 1 January,1986,2587716.0
LV,JAN,Population on 1 January,1987,2612068.0
LV,JAN,Population on 1 January,1988,2641097.0
LV,JAN,Population on 1 January,1989,2665770.0
LV,JAN,Population on 1 January,1990,2668140.0
LV,JAN,Population on 1 January,1991,2658161.0
LV,JAN,Population on 1 January,1992,2643000.0
LV,JAN,Population on 1 January,1993,2585675.0
LV,JAN,Population on 1 January,1994,2540904.0
LV,JAN,Population on 1 January,1995,2500580.0
LV,JAN,Population on 1 January,1996,2469531.0
LV,JAN,Population on 1 January,1997,2444912.0
LV,JAN,Population on 1 January,1998,2420789.0
LV,JAN,Population on 1 January,1999,2399248.0
LV,JAN,Population on 1 January,2000,2381715.0
LV,JAN,Population on 1 January,2001,2353384.0
LV,JAN,Population on 1 January,2002,2320956.0
LV,JAN,Population on 1 January,2003,2299390.0
LV,JAN,Population on 1 January,2004,2276520.0
LV,JAN,Population on 1 January,2005,2249724.0
LV,JAN,Population on 1 January,2006,2227874.0
LV,JAN,Population on 1 January,2007,2208840.0
LV,JAN,Population on 1 January,2008,2191810.0
LV,JAN,Population on 1 January,2009,2162834.0
LV,JAN,Population on 1 January,2010,2120504.0
LV,JAN,Population on 1 January,2011,2074605.0
LV,JAN,Population on 1 January,2012,2044813.0
LV,JAN,Population on 1 January,2013,2023825.0
LV,JAN,Population on 1 January,2014,2001468.0
LV,JAN,Population on 1 January,2015,1986096.0
LV,JAN,Population on 1 January,2016,1968957.0
LV,JAN,Population on 1 January,2017,1950116.0
LV,JAN,Population on 1 January,2018,1934379.0
LV,JAN,Population on 1 January,2019,1919968.0
LV,JAN,Population on 1 January,2020,1907675.0
LV,JAN,Population on 1 January,2021,1893223.0
LV,JAN,Population on 1 January,2022,1875757.0
LV,JAN,Population on 1 January,2023,1895239.0
LV,JAN,Population on 1 January,2024,1878575.0
LV,LBIRTH,Live births,1960,35468.0
LV,LBIRTH,Live births,1961,35993.0
LV,LBIRTH,Live births,1962,35061.0
LV,LBIRTH,Live births,1963,33843.0
LV,LBIRTH,Live births,1964,33053.0
LV,LBIRTH,Live births,1965,31212.0
LV,LBIRTH,Live births,1966,31974.0
LV,LBIRTH,Live births,1967,32232.0
LV,LBIRTH,Live births,1968,32693.0
LV,LBIRTH,Live births,1969,32915.0
LV,LBIRTH,Live births,1970,34333.0
LV,LBIRTH,Live births,1971,35239.0
LV,LBIRTH,Live births,1972,35007.0
LV,LBIRTH,Live births,1973,34008.0
LV,LBIRTH,Live births,1974,34920.0
LV,LBIRTH,Live births,1975,34810.0
LV,LBIRTH,Live births,1976,34644.0
LV,LBIRTH,Live births,1977,34240.0
LV,LBIRTH,Live births,1978,34258.0
LV,LBIRTH,Live births,1979,34683.0
LV,LBIRTH,Live births,1980,35534.0
LV,LBIRTH,Live births,1981,35732.0
LV,LBIRTH,Live births,1982,37477.0
LV,LBIRTH,Live births,1983,40572.0
LV,LBIRTH,Live births,1984,40847.0
LV,LBIRTH,Live births,1985,39751.0
LV,LBIRTH,Live births,1986,41960.0
LV,LBIRTH,Live births,1987,42135.0
LV,LBIRTH,Live births,1988,41275.0
LV,LBIRTH,Live births,1989,38922.0
LV,LBIRTH,Live births,1990,37918.0
LV,LBIRTH,Live births,1991,34633.0
LV,LBIRTH,Live births,1992,31569.0
LV,LBIRTH,Live births,1993,26759.0
LV,LBIRTH,Live births,1994,24256.0
LV,LBIRTH,Live births,1995,21595.0
LV,LBIRTH,Live births,1996,19782.0
LV,LBIRTH,Live births,1997,18830.0
LV,LBIRTH,Live births,1998,18410.0
LV,LBIRTH,Live births,1999,19396.0
LV,LBIRTH,Live births,2000,20302.0
LV,LBIRTH,Live births,2001,19726.0
LV,LBIRTH,Live births,2002,20127.0
LV,LBIRTH,Live births,2003,21151.0
LV,LBIRTH,Live births,2004,20551.0
LV,LBIRTH,Live births,2005,21879.0
LV,LBIRTH,Live births,2006,22871.0
LV,LBIRTH,Live births,2007,23958.0
LV,LBIRTH,Live births,2008,24397.0
LV,LBIRTH,Live births,2009,22044.0
LV,LBIRTH,Live births,2010,19781.0
LV,LBIRTH,Live births,2011,18825.0
LV,LBIRTH,Live births,2012,19897.0
LV,LBIRTH,Live births,2013,20596.0
LV,LBIRTH,Live births,2014,21746.0
LV,LBIRTH,Live births,2015,21979.0
LV,LBIRTH,Live births,2016,21968.0
LV,LBIRTH,Live births,2017,20828.0
LV,LBIRTH,Live births,2018,19314.0
LV,LBIRTH,Live births,2019,18786.0
LV,LBIRTH,Live births,2020,17552.0
LV,LBIRTH,Live births,2021,17420.0
LV,LBIRTH,Live births,2022,15954.0
LV,LBIRTH,Live births,2023,14490.0
LV,LBIRTH,Live births,2024,12887.0
LV,NATGROWRT,Natural Change Rate,1960,6.7
LV,NATGROWRT,Natural Change Rate,1961,6.6
LV,NATGROWRT,Natural Change Rate,1962,5.3
LV,NATGROWRT,Natural Change Rate,1963,5.0
LV,NATGROWRT,Natural Change Rate,1964,5.3
LV,NATGROWRT,Natural Change Rate,1965,3.7
LV,NATGROWRT,Natural Change Rate,1966,3.8
LV,NATGROWRT,Natural Change Rate,1967,3.4
LV,NATGROWRT,Natural Change Rate,1968,3.3
LV,NATGROWRT,Natural Change Rate,1969,2.9
LV,NATGROWRT,Natural Change Rate,1970,3.3
LV,NATGROWRT,Natural Change Rate,1971,3.8
LV,NATGROWRT,Natural Change Rate,1972,3.2
